client_count,total_duration
7180,1.159520268
7190,1.101337856
7200,1.036758413
7210,1.054710796
7220,1.056119054
7230,1.008081871
7240,1.131374293
7250,1.286031092
7260,1.080603213
7270,1.065684646
7280,1.27276321
7290,1.173997621
7300,1.125568644
7310,1.047581284
7320,1.084921899
7330,0.978063578
7340,1.005458067
7350,1.582027388
7360,0.935963254
7370,1.172690198
7380,1.005874047
7390,1.020087082
7400,1.008510627
7410,1.009967255
7420,0.999290016
7430,1.002087265
7440,0.978893653
7450,1.152646958
7460,1.065760216
7470,1.048678087
7480,0.99093713
7490,1.002419314
7500,1.703974191
7510,1.008213247
7520,1.320001062
7530,0.976263924
7540,1.074496567
7550,1.052468743
7560,1.150214178
7570,1.063199317
7580,1.075205378
7590,1.017721566
7600,1.070617906
7610,1.102603962
7620,1.024820391
7630,1.043207887
7640,0.963725804
7650,1.076252375
7660,1.023982762
7670,1.110779024
7680,1.122997732
7690,1.031242861
7700,1.068851149
7710,1.019518407
7720,1.065372034
7730,0.99354236
7740,1.037661458
7750,1.066520536
7760,1.095373495
7770,1.101263796
7780,1.091512918
7790,1.126781167
7800,1.033606323
7810,1.087749964
7820,1.096776583
7830,1.104969358
7840,1.356018279
7850,1.204791574
7860,1.259036633
7870,1.128075869
7880,1.513205717
7890,1.438213298
7900,1.081877482
7910,1.102837616
7920,1.071327941
7930,1.06799862
7940,1.110827932
7950,1.091560566
7960,1.104688007
7970,1.064583757
7980,1.169680426
7990,1.144434278
8000,1.088069764
8010,1.096704047
8020,1.052407581
8030,1.084660271
8040,1.163251323
8050,1.109909036
8060,1.085991883
8070,1.134750081
8080,1.095778313
8090,1.095537798
8100,1.416586422
8110,1.092561335
8120,1.1296035739999999
8130,1.150100517
8140,1.204727024
8150,1.177870535
8160,1.089135277
8170,1.2372012350000001
8180,1.216044615
8190,1.163901809
8200,1.196030935
8210,1.2311712830000001
8220,1.172866873
8230,1.1735378810000001
8240,1.136678608
8250,1.101499303
8260,1.132821707
8270,1.096169448
8280,1.10920548
8290,1.083500239
8300,1.214975811
8310,1.122554365
8320,1.378078384
8330,1.217847903
